review,sentiment
"Russell T Davies has been tasked with re-creating a slice of my childhood: hiding behind the sofa, watching scary monsters battle with Dr Who. He, and his crew, are clearly all true devotees of the original series.<br /><br />In much the same way as the Star Trek movies used their budget to make the Gene Rodenberry's original concept far more believable, Russell T Davies has both money and the advantages of excellent CGI to create the best monsters ever. I am sure that this series was made with a budget that anticipated both export and DVD sales and it really feels as if no expense was spared.<br /><br />The accompanying series Dr Who Confidential shows the work that goes into each episode which is a really useful behind the scenes insight. Interviews with the cast and writers help retell the story from each characters perspective and are far more useful than simply watching the whole programme over again.<br /><br />How does David Tenant rank in the pantheon of his illustrious predecessors? Time will tell but tonight, seeing Billie Piper play alongside Elisabeth Sladen, who was the Doctor's companion in the 1970's confirm that she has both the acting ability, screen presence and script to be the No. 1.",positive
"Yes, I felt like I had been gutted after first seeing it. But not until the next day did I begin to see the true brilliance of this creation. I won't repeat much of what has already been said by those who appreciate the film, but there is one new area I want to touch on... **SPOILERS** Why exactly did the teacher put the broken glass in the student's pocket? Most reviewers have noted that it only reflected her cruelty and reaction to an unsatisfactory performance. I must disagree. Watch the scene again. Huppert is moved to tears as she watches her student playing on stage. The student is quite an expressive girl (crying & vocalizing her fears)- just the opposite of Huppert's character. There is a scene later in the film, after the girl is injured, when Huppert discusses the accident with the girl's mother. The mother, visibly upset, states ""We gave up everything so she could study piano"" and Huppert immediately snaps ""You mean SHE gave up everything, don't you.""<br /><br />So it was my thought that Huppert was simply saving this young expressive student from her own destiny. She didn't want the girl to end up like HER, repressed & hardened, condemned to a life of recitals...gradually killing the soul in the pursuit of perfection. Maybe she saw herself on the stage years ago, before things grew bad. Maybe she wished she had escaped when she was that age. Is she ruining the student's life, or simply freeing her?<br /><br />For me, that realization made all the difference in what I experienced through this film. Brilliant.",positive
"Got the chance to see this at a friend's house today, and was impressed with what it achieved on such a small budget. Not that this ever bothered me anyway, since I love low budget sci-fi like Dr Who, Blake's 7 and Dark Star. Hell, even Outland wasn't a big budget affair, so whilst money helps, it takes more than throwing cash at things to make them good.<br /><br />The story is straightforward at first, with a group of mercenaries paid to escort a prisoner through space. Their ship is attacked and they are forced to land on the nearest planet. They then discover the prisoner has made it too, he's a stone cold nut case and that's only the start of their problems.<br /><br />The effects, except for the gunfights, are minimalistic and add to the film without overwhelming it. Computer effects look a bit dodgy at times, but serve their purpose well and add to the story, lending a futuristic feel to the proceedings. Films like I, Robot could have benefited from this approach instead of being largely style over substance and substituting special effects for a plot, like all too many of Hollywood's offerings.<br /><br />Whilst none of the actors get Oscar material, it's tightly scripted and shot and at an hour and ten minutes doesn't outstay its welcome. The characters don't get fleshed out much, but then they didn't in Predator either, which it resembles in feel. Big man Mike Mitchell is a good stand in for Arnie and is a good combination of brains and brawn.<br /><br />Some people may be annoyed at the lack of explanation towards the end, but I like it. Unlike a lot of films and shows which leave things unexplained, it is not so obscure that you can't get a handle on it at all, and I'd like to see a sequel where the nature of the aliens is explored further.<br /><br />A cracking little film from an enterprising team, done on the cheap but a fun way to pass an hour. If this is what they can do on a shoestring I'd like to see what they would do with a bit more cash, and hope the film industry and the talentless armchair critics don't knock all the creativity out of them first.<br /><br />Recommended.",positive
"I gave it a seven only because the acting is good. And of course by that I mean Wilkinson. The other two principals were ""decent"". But the characters themselves...what on earth was so bad about the character Wilkinson played (James Manning)? I didn't see him behaving like the martinet Emily Watson accused him of being. Bill Bule, on the other hand, was an insufferable jerk who I was praying would meet an extremely brutal and prolonged demise. Who was I kidding? Tom Wilkinson isn't Paul Bettany after all. So what on EARTH did Emily Watson's (Anne) character SEE in him???? She herself admitted he was pretty much a piece of offal in his treatment of her. Why would she even want to be in the same TOWN as him, to say nothing of the same ""room"".<br /><br />I noticed some other reviews, one person said she ""cried"" at the end, to witness James' tragedy. ??? WHAT tragedy? What, you mean losing an imbecile who finds someone like Bill Bule AMUSING???!!! Give us a break.",positive
"Through its 2-hour running length, Crash charts the emotional anguish of its 10-odd ensemble of characters when faced with the sometimes blatant and sometimes latent forms of racism underlying in American society. That and the emotional anguish of one of its audiences sitting near the front and desperately trying to make sense of what movies have become these days.<br /><br />The era we live in has become so complicated. Not only do we reject modernism, even the not very enthusiastic flag-waving of post-modernism ideas is always being shot down by what, post-post-modernism that aims to destroy all these ideas, all in no part thanks to the great destructivist ideas of those great 'thinkers'. But I digress. This has nothing much to do with the what the movie is about, but rather what the movie is.<br /><br />Sure, it seems hard to earn a living in a Hollywood that has to cater to a market that is so post-post-post everything that cynicism has become more than just a motto in life. It has become part of everything we do and part of everything we think of whether we like it or not. And so a new studio product is born! Indie films, which once were energetic and idealistic in its defiant experimentalism now seem to be as equally adamant as Hollywood films to sell to indie film markets. An indie film must sell at Sundance before becoming 'acclaimed'. And so nothing is simple anymore. Even what constitutes a good film becomes so murky. Whereas in the past filmmakers just wanted to entertain people and tell a good story--and in these seemingly simplistic attempts the greatest of films are borne--filmmakers nowadays have to make films that are good first and foremost; films have to make people think, have to be meaningful, has to be provocative, raise questions, yadda yadda yadda. What it all boils down to, is a subversion of the Hollywood movie system, but this subversion seems strangely similar to the formulaic similarity of Hollywood films, the countless ways of differing to essentially be the same product.<br /><br />And I haven't even begun on the film yet. Maybe I've become too picky on films I see these days. Maybe it's because of my primary need to be entertained, rather than, say, be probed when seeing a movie. But hell, this movie is one big load of crap. And I'm repulsed by this movie not just because it follows the How to Make a Good Movie Good 101 guidebook to the T--characters spout eloquent lines and are sooo witty like they're gifted with the speech of God; it raises issues about racism and life confronting racism in America; it has 'touching' moments where everyone discovers more about themselves and more about other people; not to mention the fact that once you hear the ambient/new age soundtrack of women singing in high registers in foreign languages, you know you're in for all of the above traits.<br /><br />And something about the aforementioned point--about it raising questions about immediately-compelling issues like racism--pisses me off big time. Like all post-post-post-post-post everything movies, it doesn't contend with just having a message about this issue. Because oh, our audiences are much to intelligent for that these days in this post-post-post-post world. Our audiences want us to make them think, doesn't want us to put things so simplistically, (and then they will go into existentialist crap and say) that's because life itself isn't simplistic. Ha ha ha. What other common drill do we here then the audience need to think about issues rather than have them fed to them. Okay, okay, and okay. So the film makes it a point to pound the audiences with these non-messages and since they're not exactly a message, it's so decidedly subtle and subtle means good right? So we're being hit again and again with this well-written subtlety with the eloquence of rhetorical prose. And as if the irony is not steep enough, we have Ludicrous' character, the only character who seems to not take all these racism discussion bullshit seriously, being 'converted' into one of those irritatingly meaningful characters where he learns something in the end, giving meaningful looks and pauses where audiences are supposed to 'learn something about themselves too'. Um, yeah. How I wanted to see an incredibly racist film right after this man.<br /><br />To cut the long bullshit short, I guess I wouldn't have taken issue with the film if it wasn't so bloated in its self-importance. The angst that forms the entire movie felt more like white-boy whining than actual Spike Lee-ish anger. It's so Tim Robbins and Sean Penn, the type that wants to wave flags about humanitarianism when the only thing they don't realize is the flag they're waving is their hole-ridden underwear. Plus it's become so trendy in the post-post-post-post world to be completely subtle about it. Nothing is simple any longer. In its best efforts to actually be good, provocative, and ultimately human, it's become neither, imho, just another indie crap from an indie director that wants to make a name out of himself as a credible indie-filmmaker. Now at least Hollywood is more simple and sincere in its manipulativeness.",negative
"I have always loved old movies but this is one of my top ten favorites...it has all the charm, 1940's quaintness, and good old fashioned romance and it's hilarious, to boot! Barbara Stanwick plays an independent single woman who writes cooking\home life articles for a famous magazine...under the premise that she is a married homemaker. Even the president of the magazine is under this delusion. Enter a handsome GI, (played by the talented Dennis Morgan)just rescued off of a raft along with his buddy. His simple wish is to stay at the homey Inn the she writes so eloquently about and relax with her famous home-cooked meals. She now has to frantically find a way to save her job and reputation...add to this that her fiancé is in a hurry to tie the knot doesn't help. The humor is superb and the chemistry between the leading characters a lot of fun. Throw in the character-actor nicknamed ""Cuddles"" (who fits this name completely) it becomes even more adorable. This has become my must-see movie that I snuggle in with a cup of cocoa each Christmas season. A wonderful, enjoyable movie to enjoy at Christmastime or anytime!",positive
"This film was just on two nights running on ITV1.. dear oh dear. Someone actually bought this on the strength of Robert Carlylse.. OK, I missed the start.. but what I did see was so bad I thought, no... I watched in embarrassment for the stars who were in it. Nothing was based on reality, I doubt things would progress as they did in this film. Everything was poor about this film. OK, cgi.. but no reality. The write up gave the impression of a cliff hanger end..sorry, I wasn't impressed. Yes, formulaic. Couldn't guess the end. From what I saw the military had the upper hand, people doing the heroic stuff were given next to no time to do their thing, it just wouldn't have happened that way? It was worse than leave your brain at the door. It was annoying.. as someone else said.. yeah, right.. of course that would have happened... not!! The credits mentioned Quebec and Canada.. so it was a co production, missed the third party concerned.. I'll have to check back on this site. I'm not usually this critical, but this annoyed me.",negative
"Well the film starts good, but after half an hour it becomes boring and stupid, when all the plot is about Karen's( that was the name of the girl right?) pregnancy.<br /><br />The end of the movie it's really corny and the characters really dumb.<br /><br />I don't know who is more stupid, if the girl because she came back with her old boyfriend or the boy for the way he was used for her.<br /><br />Anyway my conclusion is this: definitely not the best eighties comedy, just another movie like many others with nothing special, they could do it better but they ruined it, if only the plot had take another way but they keep that pregnancy stuff and they definitely ruined, so final conclusion: i don't like.",negative
"I watched this movie on LOGO television today. I was absolutely enthralled by the powerful messages and plot line within this film. I don't want to spoil it. I will say this, I related to the inner struggle of Aaron and his upbringing. As a gay man growing up in a small town, I related SO well to the ""big secret"" and the choices I made. This movie has made a HUGE impact on me and I plan on buying a copy of it in the very near future for my personal library. I no more than finished the movie and began calling my friends to recommend it. It had that profound of an effect on me. To those who read this comment. WATCH it. Try to have as little distraction as possible. Also,keep an open mind. This is not a film that can be viewed like a Disney film or the movie of the week. Instead, take the time to watch and actively LISTEN to the dialog as well as read between the lines and get involved in the plot. You may find yourself in tears. Not since ""Steel Magnolias"" have I been moved to tears by a film. This one did just that. Thank you to the cast and writer and crew for producing an emotionally charged romantic film about homosexuality and religion. It has been LONG overdue.",positive
"Boasting some pretty good Rick Baker-esque special effects and Deran Serafian in a small role, this pretty lame Italian movie deserves some recognition. Cerchi gets some credit for still making gore flicks while most of the other Italian directors (Ruggero Deodato, Sergio Martino, Lamberto Bava, and Enzo G. Castellari) have moved on to lower-key TV movies. As for plankton, it's half Piranha - half The Thing, with people turninging into monsters, raping women, and causing general mayhem. The ultra-grimy, sleazy, and over-sexed feel of the film makes it hard to enjoy. Only available in Italian language work-prints floating around.",negative
"Even if it won't give one more than previous posts here (like Ruby Liang's very good one) i wanted to share my own point of view. Hope my English is understandable.<br /><br />Bon voyage is a rhythmic, light but deep presentation of the French unorganized come-down, but also courage and charm. All along in a brilliantly reconstituted 1940 France with many details (from Bordeaux luxurious hotel occupied by Government HQ and attacked by useless high class French, to Parisian coffees near Le Pantheon / rue Mouffetard and 1930s cars) Gérard Depardieu and Yvan Attal give their second roles a brilliant taste;) Isabelle Adjani and Virgnie Ledoyen are very credible in their drastically different roles, and Grégori Derangère makes an bewitching performance:)<br /><br />Much lighter than average (e.g. American) war times movies, and focused on the civilians, Bon voyage shows a lot of things about french issues (even to a French guy like me), some of them quite deep.",positive
"A great film. Every moment masterfully conducted by Toyoda and his crew. The actors give credible performances all around.The visuals are haunting,beautiful and sometimes hauntingly beautiful shots of the Japanese country and city landscapes.The sounds,courtesy of Japanese band 'Dig', are never overly edgy as one would expect from band-made soundtracks. It's strangely atmospheric and well suited to the scenes they're on. <br /><br />All in all, they worked everything out perfectly....Well, if they were to give any justice to the story, perfection is the only thing anyone could have accepted. <br /><br />The real greatness of 9 Souls is the compelling story. The prison break movie maybe something of a lost genre these days, and road trip movie losing it's appeal due to the way the world is getting smaller. But this story easily mixes something fresh to those two genres.<br /><br />9 convicts are given freedom and possibly the opportunity to regain their places in society. will society accept them? will they be truly free of their dark pasts? and can they stick together long enough to stay alive and find out? <br /><br />Each convict has an interesting history. Their crimes are as varied as their apparent fates. A sense of brotherhood among them keeps the story high on drama and supplies it with hilariously comedic situations. And due to the nature of their backgrounds, violence is always something waiting to happen.<br /><br />After all that, all i can say is go give it a watch.",positive
"Steven Seagal's intent is to be commended, and his acting in this film is equal to that in many of his others, if you ignore the fact that he is supposedly portraying a brilliant scientist. The problem I had was with two items of the plot, which stretched my suspension of disbelief beyond the breaking point.<br /><br />First, how is it that a carefully engineered variation on a nasty germ, whose antidote must be just as carefully researched and engineered by a big lab, is cured by drinking tea from a flower growing high in the mountains? and that Grandpa's family seem to be about the only people who know anything about this?<br /><br />Second, and this one really takes the cake: Having gathered up enough of the cure to fix a whole town, wouldn't you expect the army to land the helicopter and start rushing bags of flowers to all the homes in this small town? No, they instead decide to sprinkle the flowers all over the town and force the sick people to go out and gather them up all over again. Just plain silly, unless under Native belief the power in the drug somehow depends on one's having gone out and gathered the flowers oneself.<br /><br />Add in the cardboard nature of the villains and the unsuitability of the title, and you might think my vote on this movie is actually high.",negative
"OK where do I start? I saw a screening a couple weeks ago and I was shocked how bad this movie is. Sure if you just LOVE Beverly Hillbillies and Green Acres (bad acting) and you think they are the best TV shows on air then you will definitely love this movie. Me, personally, I really like George's work and he is very talented, but comedy is not his forte. Some people are natural in comedy and I am sure he is great & funny to work with personally but comedy he can not pull it off on the big screen. It was a cute movie but would I pay $12.00 to see it? H&LL no !!!! Now that I have seen it I would not recommend it to anyone to spend their money. George, buddy, I love you but please don't do any more comedies? This script is lacking a lot, great concept but just didn't do it.",negative
"This is a great story. Although there are some Jimmy Stewart cornball parts, for the most part it is a compelling tale about an individual with a compelling drive, vision and sense of adventure - to say the least. The bottom line is it is one of my favorites to watch and I've done so probably dozens to times -- that is until someone stole it our of a bag I brefly left on a plane on a flight to California!<br /><br />Some have commented about too many flashbacks but I don't know a better way to keep a long flight interesting. For those of us who actually fly, flight can be hours of boredom punctuated by moments of terror. I wouldn't have wanted to see the flight shortened at all. The oppressive need for sleep and the drone and surrounding loneliness is part of the story.<br /><br />There are many parts that I particularly like including the takeoff from Long Island and landing at night in Paris (Wow, things have really changed with us and the French since then!). The airplane building scenes and the record-breaking flight from San Diego are interesting as is the incident over the Atlantic in ice (which I understand is not completely true but did happen on the San Diego flight).<br /><br />One gets the sense that one of Lindbergh's biggest assets are his enlightened supporters as well as his persistence.<br /><br />Some of the lines that ring in my head now and then include ""Pull the chocks!"" on the takeoff scene and ""I hope I don't have to use it that way"" when describing the submarine-like ""periscope"" to the lady who lent him a mirror so he could better see his overhead instruments.<br /><br />This movie is not for everybody but it certainly is for me. I hope they make it on DVD soon so I can replace my stolen version!",positive
"Mostly uninvolving biblical mumbo-jumbo that drags on for well over two hours. The only thing that saves this film from God's wreath (and there is only one God, remember) is the unintentionally funny dialog, and a good battle scene which comes far too late in the movie. For most of the two hours until the action scenes there is too much talking; the dialog is so inept that the movie just begs to be spoofed by MST3K.<br /><br />George Sanders is absolutely awful; one of the most animated, overly-theatrical performances I've ever seen. Brynner isn't much better; his stiff, wooden acting, combined with the horrendous fortune-cookie wisdom utterings make for a rather boring and silly Solomon. It seems that every time Brynner opens his mouth something oh-so wise and ridiculously high-and-mighty comes out. To an extent it's not Sanders's and Brynner's fault, because of the crappy, comical dialog and the typically biblical one-dimensional characterization, but they made little effort otherwise. Brynner's accent even reminds a bit of Schwarzenegger's; this is not a plus. Only Lollobrigida manages to avoid embarrassing herself, by playing the role with more conviction and in an appropriate way which befits a role in such a silly film. To describe these biblical characters as one-dimensional would be too give them undeserved credit; the characterization is half-dimensional.",negative
"Interesting cartoon, included on the DVD of ""The Lost Skeleton of Cadavra"". I especially like the way the color was used in the background art--very artistic for Columbia, whose cartoon department generally had a very low budget (and the results looked like it!)<br /><br />I do wonder, however, how a certain... um, finger gesture... ever got past the censors. Granted, the gesture in question was seen a lot less frequently in 1937 than it is today. You'd think someone besides the animators would have noticed, though--especially since it's seen three times in the scene in question! And based on the context, I suspect that its inclusion was intentional, something the animators slipped in just to see if the censors WOULD notice!",positive
